ID1,caseid,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2025,      673011901  2,1,5,AB,ABC,ABC, , , , , , , , , , , 
2025,      673100101  1,1,2,A,BCE, , , , , , , , , , , , 
2025,      673107001  2,1,3,A,CEK, , , , , , , , , , , , 
2025,      673107901  2,1,1,AB,BC,B, , , , , , , , , , , 
2025,      673109901  1,1,4,A,CK, , , , , , , , , , , , 
2025,      673114201  1,1,1,A,CK, , , , , , , , , , , , 
2025,      673201301  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      673208501  2,1,3,ABD,C,C,C, , , , , , , , , , 
2025,      673216001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      673217601  1,1,3,A,BK, , , , , , , , , , , , 
2025,      673311101  2,1,2,AB,A,B, , , , , , , , , , , 
2025,      673405301  2,1,2,AB,ABC,BC, , , , , , , , , , , 
2025,      673405601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      673411301  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      673412501  1,1,1,A,B, , , , , , , , , , , , 
2025,      673415401  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      673417001  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      673417001  2,2,1,AB,AB,AB, , , , , , , , , , , 
2025,      673418001  4,1,1,A,B, , ,2,2,2, , , , , , , 
2025,      673505301  4,1,1,AC,B, ,B, , , , , , , , , , 
2025,      673510601  1,1,1,A,B, , , , , , , , , , , , 
2025,      673512201  1,1,1,A,BC, , , , , , , , , , , , 
2025,      673512901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      673601401  1,1,4,A,BI, , , , , , , , , , , , 
2025,      673606501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      673607101  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      673612501  1,1,1,AB,CK,BCK, , , , , , , , , , , 
2025,      673703801  2,1,5,AB,BC,BC, ,2,2,2,2,2, , , , , 
2025,      673706701  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      673708601  1,1,1,A,BC, , , , , , , , , , , , 
2025,      673708801  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      673802101  1,1,2,AB,BK,BFK, , , , , , , , , , , 
2025,      673806901  2,1,3,A,A, , , , , , , , , , , , 
2025,      673813101  2,1,1,AB,B,AB, , , , , , , , , , , 
2025,      673813801  2,1,4,AB,EK,K, , , , , , , , , , , 
2025,      673813801  2,2,3,AB,BCEFK,CFK, , , , , , , , , , , 
2025,      673813901  1,1,2,ABX,K,K,K, , , , , , , , , , 
2025,      673816101  2,1,2,AB,BCEK,BK, , , , , , , , , , , 
2025,      673900901  2,1,2,A,BCK, , ,2, , , , , , , , , 
2025,      673906201  1,1,1,A,ABK, , , , , , , , , , , , 
2025,      673920901  1,1,1,A,B, , , , , , , , , , , , 
2025,      673923201  1,1,2,AB,BC,C, , , , , , , , , , , 
2025,      674001401  2,1,2,AB,K,AK, ,2, ,2, , , , , , , 
2025,      674005001  1,1,1,A,ABI, , ,1,1,1, , , , ,1,1, 
2025,      674008201  1,1,1,A,K, , , , , , , , , , , , 
2025,      674016701  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      674102501  2,1,2,A,BCGK, , , , , , , , , , , , 
2025,      674104601  1,1,1,AB,BCE,B, , , , , , , , , , , 
2025,      674105901  3,1,3,ABC,CEK,B,B, , , , , , , , , , 
2025,      674111401  1,1,3,A,ACK, , , , , , , , , , , , 
2025,      674112901  1,1,2,A,BC, , , , , , , , , , , , 
2025,      674114201  1,1,3,A,ABK, , , , ,1, , , , , , , 
2025,      674114201  1,2,2,A,ABK, , , , ,1, , , , , , , 
2025,      674201601  2,1,1,AB,K,K, ,2, , , , , , , , , 
2025,      674201801  2,1,2,AB,E,E, , , , , , , , , , , 
2025,      674202001  2,1,2,A,EK, , , ,2,2,2, , , , , , 
2025,      674204701  1,1,3,A,K, , ,2,2,2, , , , ,2, , 
2025,      674209701  2,1,2,AB,B,K, ,2, , , , , , , , , 
2025,      674209901  2,1,4,ABD,B,B,B, , , , , , , , , , 
2025,      674209901  2,2,3,ABD,CE,BC,B, , , , , , , , , , 
2025,      674211101  2,1,9,A,I, , ,2,2,2,2, ,2,2,2,2, 
2025,      674211101  2,2,8,A,CK, , ,2,2,2,2, ,2,2,2,2, 
2025,      674300601  1,1,3,A,EK, , , , , , , , , , , , 
2025,      674301301  2,1,3,AB,BEK,BEK, ,1, ,2, , , , , , , 
2025,      674301601  2,1,3,AB,CK,E, ,2,1,2, , , , , , , 
2025,      674302301  2,1,5,A,E, , , , , , , , , , , , 
2025,      674307701  2,1,6,A,AK, , , , , , , , , , , , 
2025,      674403201  3,1,2,A,K, , , , , , , , , , , , 
2025,      674403301  2,1,3,AB,BK,BK, , , , , , , , , , , 
2025,      674403501  1,1,3,A,ABC, , , , , , , , , , , , 
2025,      674405301  1,1,5,AD,BCE, ,K, , , , , , , , , , 
2025,      674405401  2,1,2,AB,ABC,ABCI, , , , , , , , , , , 
2025,      674405801  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      674406201  2,1,3,AB,AIK,ABK, ,1, , , , , , , , , 
2025,      674411501  2,1,4,AB,BE,B, ,1, , , , , , , , , 
2025,      674500101  2,1,2,AB,C,BCE, , , , , , , , , , , 
2025,      674500501  2,1,5,A,BCE, , , , , , , , , , , , 
2025,      674500501  2,2,4,A,BCE, , , , , , , , , , , , 
2025,      674501701  1,1,2,AB,ABC,B, , , , , , , , , , , 
2025,      674501901  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      674502101  2,1,5,Y, , , , , , , , , , , , , 
2025,      674502201  2,1,1,A,BC, , , , , , , , , , , , 
2025,      674502401  4,1,1,AC,BC, ,BE, , , , , , , , , , 
2025,      674502501  2,1,3,A,ABC, , ,2, , , , , , , , , 
2025,      674600101  1,1,2,AB,ABC,ABC, , , , , , , , , , , 
2025,      674600301  1,1,2,A,ABC, , , , , , , , , , , , 
2025,      674600501  2,1,2,A,AB, , , , , , , , , , , , 
2025,      674607801  1,1,1,A,AB, , , , , , , , , , , , 
2025,      674608001  1,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      674608101  1,1,2,A,AB, , ,2, , , , , , , , , 
2025,      674615001  1,1,3,Y, , , , , , , , , , , , , 
2025,      674615201  1,1,6,A,B, , , , , , , , , , , , 
2025,      674717201  5,1,1,AC,CK, ,CK, , , , , , , , , , 
2025,      674803801  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      674804701  6,1,2,A,AB, , , , , , , , , , , , 
2025,      674809901  3,1,1,A,AB, , , , , , , , , , , , 
2025,      674819101  2,1,4,A,C, , ,2, , , , , , , , , 
2025,      674819201  2,1,5,AB,B,B, , , , , , , , , , , 
2025,      674907501  4,1,4,AB,B,B, , , , , , , , , , , 
2025,      674907501  4,2,3,AF,B, ,B, , , , , , , , , , 
2025,      674907601  4,1,1,A,ABC, , ,2, , , , , , , , , 
2025,      674908201  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      674909901  1,1,2,A,BK, , , , , , , , , , , , 
2025,      675008601  1,1,1,A,BC, , , , , , , , , , , , 
2025,      675010901  2,1,3,AB,BE,BE, ,2,2, , , , , , , , 
2025,      675010901  2,2,2,A,C, , ,2,2, , , , , , , , 
2025,      675012501  4,1,1,A,BC, , , , , , , , , , , , 
2025,      675105101  2,1,6,AB,B,B, ,2,2,2, , , , , , , 
2025,      675106601  1,1,4,A,B, , ,2,2,2, , , , ,2, , 
2025,      675112001  2,1,2,A,BE, , , , , , , , , , , , 
2025,      675204701  4,1,1,AC,AB, ,B, , , , , , , , , , 
2025,      675213801  2,1,2,A,C, , ,2, , , , , , , , , 
2025,      675218201  1,1,2,D, , ,K,2,2, , , , , ,2, , 
2025,      675220301  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      675220301  2,2,2,AB,C,C, , , , , , , , , , , 
2025,      675301701  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      675306401  6,1,2,AE,B, ,B,2, ,2,2,2, , , , , 
2025,      675306401  6,2,1,AE,B, ,B,1, ,1,1,2, , , , , 
2025,      675309301  3,1,2,AB,BC,BC, ,2, , , , , , , , , 
2025,      675310501  2,1,2,A,BCE, , , , , , , , , , , , 
2025,      675401901  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      675401901  2,2,4,AB,AK,AK, , , , , , , , , , , 
2025,      675404201  3,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      675408501  2,1,2,A,K, , ,2, , , , , , , , , 
2025,      675413101  2,1,3,A,BE, , , , , , , , , , , , 
2025,      675501001 11,1,2,A,C, , , , , , , , , , , , 
2025,      675503201  2,1,3,BC, ,BK,BK,2,2,2, , , , , , , 
2025,      675507402  2,1,1,AB,CEK,CEK, , , , , , , , , , , 
2025,      675508801  2,1,1,A,B, , , , , , , , , , , , 
2025,      675513501  2,1,4,AB,CI,C, , , , , , , , , , , 
2025,      675513501  2,2,3,AB,CI,C, , , , , , , , , , , 
2025,      675516501  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      675601701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      675601701  2,2,1,AB,BF,B, , , , , , , , , , , 
2025,      675605801  3,1,1,AC,BC, ,BC, , , , , , , , , , 
2025,      675709901  2,1,1,A,BC, , ,1, ,1, , , , , , , 
2025,      675715701  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      675715701  2,2,2,AB,B,B, , , , , , , , , , , 
2025,      675802801  2,1,4,B, ,BE, , , , , , , , , , , 
2025,      675803901  2,1,4,AB,BEK,BEK, , , , , , , , , , , 
2025,      675814201  5,1,1,A,BK, , ,1,1, , , , , , , , 
2025,      675816801  2,1,3,A,B, , , , , , , , , , , , 
2025,      675900301  2,1,3,AB,ACE,ACE, , , , , , , , , , , 
2025,      675906801  2,1,2,A,AK, , , , , , , , , , , , 
2025,      675907701  3,1,1,ABC,B,B,B, , , , , , , , , , 
2025,      675908701  1,1,2,A,C, , , , , , , , , , , , 
2025,      675910801  2,1,2,A,AEK, , ,1,1,1, , , , , , , 
2025,      675915401  1,1,3,A,ABC, , , , , , , , , , , , 
2025,      676004001  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      676005501  2,1,3,AB,K,C, , , , , , , , , , , 
2025,      676009201  2,1,2,A,AC, , ,2, , , , , , ,2, , 
2025,      676009702  1,1,1,A,BCE, , , , , , , , , , , , 
2025,      676012901  2,1,4,AB,CK,CK, , , , , , , , , , , 
2025,      676101301  1,1,2,A,K, , , , , , , , , , , , 
2025,      676101601  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      676102001  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      676106502  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      676201901  1,1,3,A,CK, , , , , , , , , , , , 
2025,      676202801  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      676204901  2,1,1,AB,EK,EK, , , , , , , , , , , 
2025,      676206101  2,1,5,A,KX, , , , , , , , , , , , 
2025,      676206101  2,2,4,AD,CX, ,K, , , , , , , , , , 
2025,      676206201  1,1,1,AB,K,K, , , , , , , , , , , 
2025,      676210101  7,1,1,ABC,ABK,K,K, , , , , , , , , , 
2025,      676300901  2,1,3,AB,EK,EK, , ,2, , , , , , , , 
2025,      676306201  2,1,2,AB,C,BC, , , , , , , , , , , 
2025,      676306301  2,1,4,A,B, , ,2, , , , , , , , , 
2025,      676314901  1,1,2,A,B, , , , , , , , , , , , 
2025,      676315701  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      676401101  2,1,5,B, ,BE, , , , , , , , , , , 
2025,      676401101  2,2,4,B, ,BE, , , , , , , , , , , 
2025,      676401201  2,1,3,Y, , , , , , , , , , , , , 
2025,      676404801  2,1,3,Y, , , , , , , , , , , , , 
2025,      676411701  2,1,2,ABD,K,K,K, , , , , , , , , , 
2025,      676411901  3,1,1,B, ,E, , , , , , , , , , , 
2025,      676500801  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      676501001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      676510001  2,1,1,AB,AB,AB, , , , , , , , , , , 
2025,      676510101  2,1,5,A,K, , , , , , , , , , , , 
2025,      676510201  2,1,3,AB,EK,EK, , , , ,2, , , , , , 
2025,      676514001  2,1,3,AB,EK,EK, , , , , , , , , , , 
2025,      676514101  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      676514201  2,1,3,A,A, , , , , , , , , , , , 
2025,      676514301  1,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      676514301  1,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      676514401  1,1,5,A,B, , , , , , , , , , , , 
2025,      676601301  2,1,2,B, ,B, , , , , , , , , , , 
2025,      676601901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      676602501  2,1,2,A,K, , , , , , , , , , , , 
2025,      676602601  3,1,1,A,BK, , , , , , , , , , , , 
2025,      676604101  2,1,5,AB,B,B, ,2,2,2,2, , , ,2, , 
2025,      676604501  4,1,2,AB,K,K, , , , , , , , , , , 
2025,      676604901  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      676609201  3,1,2,AB,K,K, , , , , , , , , , , 
2025,      676609201  3,2,1,AB,EK,EK, , , , , , , , , , , 
2025,      676609301  3,1,2,AB,B,B, , , , , , , , , , , 
2025,      676609401  8,1,1,AB,K,K, , , , , , , , , , , 
2025,      676705401  3,1,1,AB,ABK,ABK, , , , , , , , , , , 
2025,      676708901  3,1,1,ABC,ABC,BC,BC, , , , , , , , , , 
2025,      676714401  1,1,3,A,B, , , , , , , , , , , , 
2025,      676801301  1,1,2,A,BCE, , , , , , , , , , , , 
2025,      676805001  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      676900201  2,1,2,B, ,BK, , , , , , , , , , , 
2025,      676903401  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      676911501  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      676912601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      677003501  2,1,3,B, ,B, , ,2,2, , , , , , , 
2025,      677004001  2,1,1,Y, , , , , , , , , , , , , 
2025,      677006401  2,1,2,A,ABC, , , , , , , , , , , , 
2025,      677012001  5,1,1,B, ,B, , , , , , , , , , , 
2025,      677012901  5,1,1,A,B, , , , , , , , , , , , 
2025,      677014201  2,1,2,Y, , , , , , , , , , , , , 
2025,      677101701  2,1,3,A,BEK, , ,2,2,2,2,2, , , , , 
2025,      677106801  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      677106801  2,2,2,AB,ABC,ABC, , , , , , , , , , , 
2025,      677107202  3,1,1,AC,ABC, ,B,2, , , , , , , , , 
2025,      677111401 12,1,1,Y, , , , , , , , , , , , , 
2025,      677111501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      677201201  2,1,4,AB,ABCE,BC, ,2,2,2, , , , , , , 
2025,      677206701  2,1,1,AB,BK,ABK, , , , , , , , , , , 
2025,      677209501  2,1,3,AB,ABK,ABK, ,2, , , , , , , , , 
2025,      677213201  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      677303101  5,1,2,AB,ABC,BC, , , , , , , , , , , 
2025,      677303401  3,1,2,A,B, , ,2, , , , , , , , , 
2025,      677303401  3,2,1,A,B, , ,2, , , , , , , , , 
2025,      677305001  2,1,2,A,BC, , ,2, , , , , , , , , 
2025,      677305501  1,1,1,A,ABCE, , ,2,2,2, , , , ,2, , 
2025,      677307701  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      677308701  2,1,2,A,BK, , , , , , , , , , , , 
2025,      677310401  3,1,2,A,BE, , ,2, , , , , , ,2, , 
2025,      677400201  5,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      677402901  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      677404801  4,1,1,AB,ABCE,BC, , , , , , , , , , , 
2025,      677406001  1,1,2,A,CF, , , ,2, , , , , ,2,2, 
2025,      677408001  2,1,1,AB,AB,B, , ,2, , , , , , , , 
2025,      677505301  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      677506101  2,1,1,AB,BE,BE, ,1,1, , , , , , , , 
2025,      677511201  1,1,3,A,BK, , ,2,2,2,2,2, , , , , 
2025,      677514601  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      677601401  2,1,4,A,ABC, , , , , , , , , , , , 
2025,      677704901  2,1,3,AB,AB,B, ,2, , , ,2, , , , , 
2025,      677704901  2,2,2,AB,AB,B, ,2, , , ,2, , , , , 
2025,      677705301  2,1,1,AB,ABK,ABK, , , , , , , , , , , 
2025,      677706501  2,1,4,A,BC, , , , , , , , , , , , 
2025,      677708201  2,1,5,ABD,B,B,B, , , , , , , , , , 
2025,      677712401  2,1,4,AB,BC,BC, , , , , , , , , , , 
2025,      677712401  2,2,3,AB,BC,BC, , , , , , , , , , , 
2025,      677815401  1,1,4,A,BC, , , , , , , , , , , , 
2025,      677913901  1,1,2,A,ABC, , ,2, , , , , , , , , 
2025,      677917301  2,1,1,A,AB, , , , , , , , , , , , 
2025,      678006101  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      678006601  2,1,1,AB,BC,BC, ,1, , , , , , , , , 
2025,      678013702  2,1,2,AB,BCK,BCK, , ,2, , , , , , , , 
2025,      678100501  2,1,1,A,B, , , , , , , , , , , , 
2025,      678103501  1,1,4,A,BCE, , , , , , , , , , , , 
2025,      678105201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      678201401  9,1,1,A,ABCK, , ,1, , , , , , , , , 
2025,      678205201  2,1,1,Y, , , , , , , , , , , , , 
2025,      678210001  1,1,3,A,B, , , , , , , , , , , , 
2025,      678302101  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      678306501  2,1,2,AB,BCK,BCGK, , , , , , , , , , , 
2025,      678307801  2,1,2,AB,BK,BK, ,2, , , , , , , , , 
2025,      678307801  2,2,1,AB,BK,BK, ,2, , , , , , , , , 
2025,      678309401  1,1,2,A,BCK, , , , , , , , , , , , 
2025,      678312001  3,1,2,AB,BCK,BK, , , , , , , , , , , 
2025,      678312501  3,1,4,A,ABC, , , , , , , , , , , , 
2025,      678400401  5,1,2,AB,B,B, , , , , , , , , , , 
2025,      678401501  2,1,4,B, ,B, , , , , , , , , , , 
2025,      678405901  2,1,2,AC,AB, ,B, , , , , , , , , , 
2025,      678405901  2,2,1,AC,AB, ,B, , , , , , , , , , 
2025,      678412101  2,1,2,A,BC, , , , , , , , , , , , 
2025,      678501401  1,1,3,A,ABK, , ,2, , , , , , , , , 
2025,      678501601  4,1,1,A,BK, , , , , , , , , , , , 
2025,      678501701  2,1,4,AB,BCE,B, , , , , , , , , , , 
2025,      678501701  2,2,3,AB,BCE,B, , , , , , , , , , , 
2025,      678501801  3,1,1,A,AB, , , , , , , , , , , , 
2025,      678502101  2,1,5,Y, , , , , , , , , , , , , 
2025,      678502201  2,1,3,AB,ABCK,BK, , , , , , , , , , , 
2025,      678502401  2,1,5,Y, , , , , , , , , , , , , 
2025,      678502401  2,2,4,AB,BC,BC, , , , , , , , , , , 
2025,      678502601  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      678609701  1,1,3,A,AB, , ,1,1,1, ,1, ,1, , , 
2025,      678609801  2,1,4,A,B, , , , , , , , , , , , 
2025,      678611201  2,1,2,A,AB, , , , , , , , , , , , 
2025,      678611301  2,1,3,AB,ABCK,ABCK, , , , , , , , , , , 
2025,      678611301  2,2,2,AB,ABCK,ABCK, , , , , , , , , , , 
2025,      678612201  2,1,1,A,BFK, , , , , , , , , , , , 
2025,      678612401  2,1,3,A,BCF, , , , , , , , , , , , 
2025,      678702701  2,1,7,AB,BC,BC, , , , , , , , , , , 
2025,      678702701  2,2,6,AB,ABC,ABC, , , , , , , , , , , 
2025,      678702901  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      678711101  3,1,4,AB,ABK,BK, , , , , , , , , , , 
2025,      678711401  4,1,2,AB,BCK,ABK, , , , , , , , , , , 
2025,      678711401  4,2,1,AB,BCK,ABK, , , , , , , , , , , 
2025,      678711501  2,1,3,AB,BK,BCK, , , , , , , , , , , 
2025,      678711501  2,2,2,AB,BK,BCK, , , , , , , , , , , 
2025,      678718201  2,1,3,AB,BCK,BK, ,2,2,2, ,2, , ,2, , 
2025,      678718301  2,1,3,AB,BCK,BC, , , , , , , , , , , 
2025,      678718501  2,1,5,AB,ABK,BK, , , , , , , , , , , 
2025,      678718501  2,2,4,AB,ABK,BK, , , , , , , , , , , 
2025,      678802801  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      678803001  2,1,2,AB,BC,BC, ,1, , , , , , , , , 
2025,      678811901  2,1,1,ABC,ABC,B,B, , , , , , , , , , 
2025,      678900101  3,1,2,ABC,BEK,B,B, , , , , , , , , , 
2025,      678903101  3,1,1,AC,BC, ,B, , , , , , , , , , 
2025,      678908201  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      678908201  2,2,1,AB,BE,B, , , , , , , , , , , 
2025,      678909301  2,1,1,ABC,B,B,B,2, , , , , , , , , 
2025,      679109101  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      679117801  5,1,1,A,K, , , , , , , , ,2, ,2, 
2025,      679117802  2,1,3,A,BCE, , , , , , , , , , , , 
2025,      679212701  2,1,1,Y, , , , , , , , , , , , , 
2025,      679301501  2,1,2,ABC,B,B,B, , , , , , , , , , 
2025,      679313401  2,1,1,AB,K,BK, , , , , , , , , , , 
2025,      679404401  2,1,2,AB,ACK,K, , , , , , , , , , , 
2025,      679415301  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      679418601  6,1,1,ABC,C,C,C, , , , , , , , , , 
2025,      679505501  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      679515301  2,1,1,Y, , , , , , , , , , , , , 
2025,      679600401  3,1,2,AC,CK, ,CK, , , , , , , , , , 
2025,      679603401  3,1,2,ABC,K,K,K, , , , , , , , , , 
2025,      679611501  1,1,1,ABE,B,B,B, , , , , , , , , , 
2025,      679614001  6,1,2,AB,K,K, , , , , , , , , , , 
2025,      679705701  2,1,4,AB,CE,K, ,2, , , , , , , , , 
2025,      679710801  2,1,2,A,AK, , ,2, , , , , , , , , 
2025,      679712801  2,1,2,AB,ABC,BC, , , , , , , , , , , 
2025,      679800901  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      679800901  2,2,2,AB,K,K, , , , , , , , , , , 
2025,      679801001  2,1,3,A,B, , , , , , , , , , , , 
2025,      679817501  2,1,1,B, ,BK, , , , , , , , , , , 
2025,      679818701  2,1,1,AC,BCF, ,B, , , , , , , , , , 
2025,      679907401  1,1,2,ABC,K,K,K, , , , , , , , , , 
2025,      679909001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      679910101  3,1,1,AC,K, ,K,2, , ,2, , , , , , 
2025,      679911401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      679913501  2,1,4,AB,BK,BK, , , , , , , , , , , 
2025,      680004801  2,1,2,AB,AK,AK, , , , , , , , , , , 
2025,      680015501  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      680015701  1,1,2,A,K, , , , , , , , , , , , 
2025,      680105301  1,1,3,A,K, , , , , , , , , , , , 
2025,      680110601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      680115501  2,1,2,A,K, , , , , , , , , , , , 
2025,      680115501  2,2,1,A,K, , , , , , , , , , , , 
2025,      680202201  2,1,2,AD,CK, ,K, , , , , , , , , , 
2025,      680214901  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      680214901  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      680306701  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      680309601  2,1,3,AB,ABK,B, , , , , , , , , , , 
2025,      680409301  2,1,2,AB,BC,B, , , , , , , , , , , 
2025,      680412801  1,1,1,AB,K,K, , , , , , , , , , , 
2025,      680413801  1,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      680500101  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      680503701  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      680503701  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      680512601  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      680607201  7,1,3,AB,C,C, ,2,2, , , , , , , , 
2025,      680610701  2,1,4,Y, , , , , , , , , , , , , 
2025,      680613701  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      680613701  2,2,2,AB,C,C, , , , , , , , , , , 
2025,      680619501  2,1,4,AB,A,A, ,2,2,2, , , , , , , 
2025,      680619501  2,2,3,AB,AB,AB, ,2,2,2, , , , , , , 
2025,      680620901  2,1,2,AB,BK,BK, ,2, , , , , , , , , 
2025,      680620901  2,2,1,AB,BK,BK, ,2, , , , , , , , , 
2025,      680709101  1,1,3,A,B, , ,2, , , , , , , , , 
2025,      680714001  2,1,2,Y, , , , , , , , , , , , , 
2025,      680714501  1,1,2,A,AK, , ,2, , , , , , , , , 
2025,      680714801  2,1,3,AB,BCK,ABCK, , , , , , , , , , , 
2025,      680802901  2,1,3,A,B, , , , , , , , , , , , 
2025,      680802901  2,2,2,A,BC, , , , , , , , , , , , 
2025,      680808701  1,1,2,A,K, , , , , , , , , , , , 
2025,      680808701  1,2,1,A,BC, , , , , , , , , , , , 
2025,      680811803  4,1,1,AC,B, ,AB, , , , , , , , , , 
2025,      680812201  2,1,3,A,AC, , , , , , , , , , , , 
2025,      680901801  1,1,1,ABC,K,K,K, , , , , , , , , , 
2025,      680918302  2,1,2,AB,C,K, , , , , , , , , , , 
2025,      680923001  2,1,3,A,ACK, , , , , , , , , , , , 
2025,      681003001  3,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      681006701  2,1,2,A,B, , , , , , , , , , , , 
2025,      681008801  5,1,1,C, , ,C, , , , , , , , , , 
2025,      681020201  1,1,5,A,E, , , , , , , , , , , , 
2025,      681022601  1,1,4,ABC,B,B,B, , , , , , , , , , 
2025,      681100902  2,1,2,Y, , , , , , , , , , , , , 
2025,      681108401  1,1,1,A,K, , , , , , , , , , , , 
2025,      681214001  1,1,1,A,K, , ,2, , , , , , , , , 
2025,      681306201  1,1,1,A,BK, , , , , , , , , , , , 
2025,      681313101  1,1,2,A,CF, , , , , , , , , , , , 
2025,      681314201  3,1,1,AB,K,K, , , , , , , , , , , 
2025,      681403201  2,1,2,A,BK, , , , , , , , , , , , 
2025,      681403301  3,1,3,AC,BK, ,CK, , , , , , , , , , 
2025,      681403601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      681407901  2,1,1,A,C, , , , , , , , , , , , 
2025,      681414501  1,1,3,A,BE, , , , , , , , , , , , 
2025,      681416601  2,1,1,A,BCE, , , ,2,2, , , , , , , 
2025,      681501401  2,1,1,B, ,B, , , , , , , , , , , 
2025,      681505601  2,1,2,A,BC, , , , , , , , , , , , 
2025,      681517901  2,1,2,A,BK, , , ,2, , , , , , , , 
2025,      681518101  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      681601302  1,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      681610801  2,1,3,AB,A,B, ,2,2, ,2, , , , , , 
2025,      681611601  5,1,3,A,K, , ,2,2,2,2,2, , , , , 
2025,      681614401  1,1,2,A,AE, , , , , , , , , , , , 
2025,      681707501  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      681711401  2,1,1,AB,CK,FK, , , , , , , , , , , 
2025,      681711501  1,1,2,A,B, , , , , , , , , , , , 
2025,      681712501  4,1,1,AE,BC, ,BC, , , , , , , , , , 
